pid,hot_value,title,content,post_time,last_modified_time,poster_uid
1387,743581544,,,2021-09-12 15:09:51,2021-09-12 15:09:51,4628
1388,637825515,,,2021-10-06 21:07:34,2021-10-06 21:07:34,5603
1389,1013018472,,,2021-10-05 06:28:07,2021-10-05 06:28:07,9023
1390,745051041,,,2021-12-01 13:30:15,2021-12-01 13:30:15,5176
1391,1687670990,,,2021-11-24 18:25:41,2021-11-24 18:25:41,7110
1392,2119315414,,,2021-10-06 15:56:40,2021-10-06 15:56:40,4259
1393,499841413,,,2021-09-18 06:43:58,2021-09-18 06:43:58,6233
1394,401563763,,,2021-11-21 14:54:03,2021-11-21 14:54:03,7053
1395,1739776251,,,2021-11-25 16:59:51,2021-11-25 16:59:51,6665
1396,1995481687,,,2021-10-30 01:21:58,2021-10-30 01:21:58,8942
1397,1714592036,,,2021-11-02 11:42:08,2021-11-02 11:42:08,4935
1398,212670530,,,2021-09-19 15:51:35,2021-09-19 15:51:35,870
1399,950352093,,,2021-11-19 04:33:12,2021-11-19 04:33:12,1487
1400,897726124,,,2021-10-01 19:28:02,2021-10-01 19:28:02,8512
1401,939231129,,,2021-10-22 06:33:44,2021-10-22 06:33:44,7535
1402,1935851576,,,2021-11-29 03:21:01,2021-11-29 03:21:01,2771
1403,1515891303,,,2021-10-08 04:36:44,2021-10-08 04:36:44,8090
1404,1494186683,,,2021-10-29 15:38:05,2021-10-29 15:38:05,2627
1405,2118396057,,,2021-10-08 15:32:35,2021-10-08 15:32:35,3253
1406,1205099890,,,2021-12-12 23:11:52,2021-12-12 23:11:52,106
1407,23984946,,,2021-10-07 20:11:28,2021-10-07 20:11:28,5627
1408,1331280713,,,2021-11-07 19:00:36,2021-11-07 19:00:36,8424
1409,1361450064,,,2021-10-15 14:11:17,2021-10-15 14:11:17,3327
1410,2122617269,,,2021-10-11 05:48:21,2021-10-11 05:48:21,4741
1411,1278157919,,,2021-11-20 15:12:39,2021-11-20 15:12:39,4782
1412,1615434249,,,2021-10-31 02:32:26,2021-10-31 02:32:26,9822
1413,1523449590,,,2021-11-19 15:27:41,2021-11-19 15:27:41,7466
1414,763791048,,,2021-10-25 05:52:10,2021-10-25 05:52:10,7862
1415,417768249,,,2021-11-06 03:11:16,2021-11-06 03:11:16,3025
1416,2112034727,,,2021-11-14 19:24:43,2021-11-14 19:24:43,3180
1417,1949551547,,,2021-11-21 20:46:06,2021-11-21 20:46:06,9936
1418,1661530014,,,2021-11-01 14:28:32,2021-11-01 14:28:32,9463
1419,606251042,,,2021-10-26 12:14:29,2021-10-26 12:14:29,189
1420,1608664187,,,2021-12-06 22:23:22,2021-12-06 22:23:22,9161
1421,1496535388,,,2021-09-15 21:19:14,2021-09-15 21:19:14,5087
1422,2091812512,,,2021-11-02 11:42:52,2021-11-02 11:42:52,4268
1423,1673846400,,,2021-10-16 15:04:46,2021-10-16 15:04:46,5576
1424,312500929,,,2021-09-18 06:28:48,2021-09-18 06:28:48,7291
1425,727737565,,,2021-09-21 16:20:10,2021-09-21 16:20:10,6841
1426,684141483,,,2021-11-15 15:41:23,2021-11-15 15:41:23,164
1427,536802443,,,2021-09-17 04:30:09,2021-09-17 04:30:09,8542
1428,508085913,,,2021-09-13 08:17:41,2021-09-13 08:17:41,5384
1429,58671683,,,2021-11-21 11:43:49,2021-11-21 11:43:49,8827
1430,1217486108,,,2021-11-22 01:51:15,2021-11-22 01:51:15,5063
1431,1350562806,,,2021-11-21 13:39:57,2021-11-21 13:39:57,9833
1432,342157491,,,2021-10-06 03:20:24,2021-10-06 03:20:24,8744
1433,166676983,,,2021-12-03 02:08:26,2021-12-03 02:08:26,5631
1434,431323302,,,2021-11-26 12:03:06,2021-11-26 12:03:06,4038
1435,1543419273,,,2021-09-25 10:04:01,2021-09-25 10:04:01,3542
1436,1528217679,,,2021-09-05 03:59:05,2021-09-05 03:59:05,2815
1437,1303845444,,,2021-10-20 23:33:37,2021-10-20 23:33:37,4020
1438,2068634885,,,2021-10-04 21:48:22,2021-10-04 21:48:22,7063
1439,1832621254,,,2021-10-08 06:54:31,2021-10-08 06:54:31,3012
1440,578790313,,,2021-12-07 06:09:07,2021-12-07 06:09:07,9253
1441,627625296,,,2021-09-21 08:53:57,2021-09-21 08:53:57,1171
1442,20883224,,,2021-09-19 21:59:07,2021-09-19 21:59:07,2156
1443,1058718264,,,2021-11-28 07:40:51,2021-11-28 07:40:51,2493
1444,249485828,,,2021-12-01 04:53:34,2021-12-01 04:53:34,5101
1445,1429202065,,,2021-11-19 01:13:02,2021-11-19 01:13:02,4144
1446,1505828701,,,2021-10-20 19:40:21,2021-10-20 19:40:21,454
1447,392300137,,,2021-09-08 08:23:39,2021-09-08 08:23:39,3646
1448,685432573,,,2021-09-18 23:12:41,2021-09-18 23:12:41,9315
1449,1843013750,,,2021-09-26 08:59:30,2021-09-26 08:59:30,9065
1450,538634958,,,2021-11-28 07:01:19,2021-11-28 07:01:19,8273
1451,399263820,,,2021-11-08 17:10:20,2021-11-08 17:10:20,3071
1452,191889225,,,2021-11-05 23:09:26,2021-11-05 23:09:26,3609
1453,951612470,,,2021-09-20 02:08:21,2021-09-20 02:08:21,6461
1454,1288866615,,,2021-10-15 05:17:20,2021-10-15 05:17:20,4789
1455,394883971,,,2021-09-28 08:23:09,2021-09-28 08:23:09,9161
1456,622174703,,,2021-09-04 09:29:04,2021-09-04 09:29:04,6790
1457,1951755127,,,2021-09-28 21:34:14,2021-09-28 21:34:14,5453
1458,279733632,,,2021-09-28 04:13:47,2021-09-28 04:13:47,8540
1459,727580292,,,2021-09-07 00:13:03,2021-09-07 00:13:03,7330
1460,33540468,,,2021-09-19 16:38:50,2021-09-19 16:38:50,4555
1461,1150888058,,,2021-11-15 09:29:39,2021-11-15 09:29:39,228
1462,396010115,,,2021-11-13 22:03:20,2021-11-13 22:03:20,126
1463,1785558747,,,2021-10-21 11:13:40,2021-10-21 11:13:40,3015
1464,926461956,,,2021-11-26 16:06:33,2021-11-26 16:06:33,2393
1465,47804690,,,2021-11-07 12:12:09,2021-11-07 12:12:09,2057
1466,1935730014,,,2021-10-18 17:36:21,2021-10-18 17:36:21,4924
1467,358571947,,,2021-10-09 07:29:21,2021-10-09 07:29:21,1367
1468,380296400,,,2021-10-28 17:10:28,2021-10-28 17:10:28,1845
1469,151354233,,,2021-11-28 12:46:50,2021-11-28 12:46:50,8413
1470,779632965,,,2021-12-08 14:00:43,2021-12-08 14:00:43,8194
1471,1045229354,,,2021-11-05 17:01:10,2021-11-05 17:01:10,2703
1472,1034572369,,,2021-09-11 03:01:51,2021-09-11 03:01:51,9555
1473,1547391989,,,2021-11-11 18:05:48,2021-11-11 18:05:48,531
1474,1091137652,,,2021-10-22 20:25:30,2021-10-22 20:25:30,4439
1475,232539591,,,2021-09-05 18:31:16,2021-09-05 18:31:16,5932
1476,205095079,,,2021-12-04 00:19:52,2021-12-04 00:19:52,7322
1477,1008460930,,,2021-11-28 18:31:56,2021-11-28 18:31:56,9764
1478,12087787,,,2021-11-11 13:59:07,2021-11-11 13:59:07,8975
1479,1144170000,,,2021-12-07 06:38:46,2021-12-07 06:38:46,6221
1480,1675897227,,,2021-10-04 22:16:41,2021-10-04 22:16:41,2539
1481,1991852876,,,2021-10-26 10:04:33,2021-10-26 10:04:33,2435
1482,54280375,,,2021-09-05 03:02:23,2021-09-05 03:02:23,4546
1483,1383229497,,,2021-10-08 16:49:01,2021-10-08 16:49:01,2369
1484,853127487,,,2021-11-13 13:23:28,2021-11-13 13:23:28,5514
1485,956661440,,,2021-10-19 09:43:20,2021-10-19 09:43:20,676
1486,156359444,,,2021-11-06 22:42:07,2021-11-06 22:42:07,6982
1487,2103552007,,,2021-11-12 02:24:35,2021-11-12 02:24:35,7065
1488,956903600,,,2021-10-06 14:19:48,2021-10-06 14:19:48,370
1489,470758322,,,2021-09-27 21:18:03,2021-09-27 21:18:03,4927
1490,759307577,,,2021-12-01 22:44:45,2021-12-01 22:44:45,1893
1491,689916132,,,2021-09-26 13:01:50,2021-09-26 13:01:50,8555
1492,1585350157,,,2021-11-16 16:15:31,2021-11-16 16:15:31,3264
1493,230914965,,,2021-09-18 08:20:15,2021-09-18 08:20:15,7121
1494,1962109646,,,2021-10-21 17:12:02,2021-10-21 17:12:02,5741
1495,1412614405,,,2021-09-10 04:27:38,2021-09-10 04:27:38,5531
1496,2133374246,,,2021-12-09 14:36:40,2021-12-09 14:36:40,3180
1497,834584444,,,2021-11-27 11:42:02,2021-11-27 11:42:02,3283
1498,575123456,,,2021-10-12 23:06:01,2021-10-12 23:06:01,1562
1499,542201997,,,2021-09-28 19:59:50,2021-09-28 19:59:50,7104
1500,458615381,,,2021-11-27 19:12:19,2021-11-27 19:12:19,6372
1501,758901205,,,2021-12-09 12:40:32,2021-12-09 12:40:32,9988
1502,1663195825,,,2021-09-21 21:48:45,2021-09-21 21:48:45,9084
1503,1753092909,,,2021-10-25 15:55:50,2021-10-25 15:55:50,3752
1504,1479230776,,,2021-11-28 05:51:31,2021-11-28 05:51:31,4059
1505,1038151763,,,2021-11-07 02:51:43,2021-11-07 02:51:43,1115
1506,540750270,,,2021-10-14 10:29:34,2021-10-14 10:29:34,5755
1507,1126625671,,,2021-11-18 21:53:37,2021-11-18 21:53:37,2033
1508,1529478986,,,2021-11-07 14:41:14,2021-11-07 14:41:14,4512
1509,1102433858,,,2021-09-20 04:51:35,2021-09-20 04:51:35,3968
1510,403312867,,,2021-09-20 02:02:49,2021-09-20 02:02:49,9600
1511,47383989,,,2021-10-17 05:01:07,2021-10-17 05:01:07,5818
1512,186960544,,,2021-11-29 15:48:31,2021-11-29 15:48:31,3052
1513,1398279431,,,2021-09-21 20:40:35,2021-09-21 20:40:35,3999
1514,905028256,,,2021-10-08 22:14:35,2021-10-08 22:14:35,772
1515,146375562,,,2021-11-09 05:52:47,2021-11-09 05:52:47,9794
1516,2062913496,,,2021-11-14 17:41:39,2021-11-14 17:41:39,7909
1517,1148221614,,,2021-09-07 05:20:17,2021-09-07 05:20:17,7256
1518,581669522,,,2021-11-18 22:26:03,2021-11-18 22:26:03,4145
1519,386140585,,,2021-09-18 23:45:07,2021-09-18 23:45:07,5549
1520,1141637499,,,2021-11-13 23:44:57,2021-11-13 23:44:57,3155
1521,1321191316,,,2021-12-04 22:28:31,2021-12-04 22:28:31,6614
1522,1279850503,,,2021-11-10 04:36:29,2021-11-10 04:36:29,6650
1523,933832255,,,2021-09-22 20:30:07,2021-09-22 20:30:07,4896
1524,1447143131,,,2021-11-06 23:25:09,2021-11-06 23:25:09,2367
1525,1435981501,,,2021-10-25 15:34:45,2021-10-25 15:34:45,4294
1526,453658404,,,2021-09-12 03:06:32,2021-09-12 03:06:32,2213
1527,529493704,,,2021-09-06 04:49:24,2021-09-06 04:49:24,5088
1528,1851369757,,,2021-09-16 10:47:52,2021-09-16 10:47:52,2042
1529,1564052095,,,2021-10-30 04:03:55,2021-10-30 04:03:55,6555
1530,1309721824,,,2021-10-02 23:31:11,2021-10-02 23:31:11,5004
1531,95881140,,,2021-10-04 02:14:40,2021-10-04 02:14:40,7687
1532,70773511,,,2021-11-11 17:48:51,2021-11-11 17:48:51,6502
1533,41880414,,,2021-10-21 11:48:59,2021-10-21 11:48:59,2701
1534,1097072902,,,2021-11-15 15:54:54,2021-11-15 15:54:54,9434
1535,492978404,,,2021-12-12 02:35:08,2021-12-12 02:35:08,4445
1536,168370998,,,2021-09-05 12:29:26,2021-09-05 12:29:26,5967
1537,707117828,,,2021-11-09 11:34:23,2021-11-09 11:34:23,6677
1538,1734489121,,,2021-10-18 03:07:36,2021-10-18 03:07:36,4757
1539,1361997605,,,2021-09-17 17:34:01,2021-09-17 17:34:01,1545
1540,2053150574,,,2021-09-19 01:18:08,2021-09-19 01:18:08,1359
1541,1077188797,,,2021-09-17 13:29:04,2021-09-17 13:29:04,8223
1542,214138664,,,2021-10-03 18:28:11,2021-10-03 18:28:11,412
1543,96295719,,,2021-09-25 21:31:02,2021-09-25 21:31:02,9358
1544,1665727320,,,2021-09-19 00:43:50,2021-09-19 00:43:50,6984
1545,1090169992,,,2021-11-16 19:26:05,2021-11-16 19:26:05,8907
1546,1489790323,,,2021-12-03 21:08:06,2021-12-03 21:08:06,7187
1547,1417004175,,,2021-09-04 02:18:09,2021-09-04 02:18:09,52
1548,1949267303,,,2021-11-04 14:11:53,2021-11-04 14:11:53,5197
1549,876780458,,,2021-11-13 17:46:16,2021-11-13 17:46:16,2979
1550,1575179411,,,2021-11-16 12:19:26,2021-11-16 12:19:26,5086
1551,1293120377,,,2021-11-18 13:15:57,2021-11-18 13:15:57,8804
1552,498088925,,,2021-11-02 23:23:11,2021-11-02 23:23:11,4712
1553,2055017749,,,2021-10-03 08:39:23,2021-10-03 08:39:23,1402
1554,2130107372,,,2021-09-24 14:02:49,2021-09-24 14:02:49,5420
1555,1722173282,,,2021-10-01 02:45:26,2021-10-01 02:45:26,1323
1556,495738718,,,2021-11-09 11:54:57,2021-11-09 11:54:57,7105
1557,1083293013,,,2021-09-05 07:55:34,2021-09-05 07:55:34,8689
1558,562498229,,,2021-10-13 22:31:43,2021-10-13 22:31:43,5547
1559,859120128,,,2021-10-09 11:32:00,2021-10-09 11:32:00,9191
1560,968996349,,,2021-12-12 19:00:26,2021-12-12 19:00:26,6230
1561,1681231776,,,2021-09-25 00:39:41,2021-09-25 00:39:41,8638
1562,1872521970,,,2021-11-18 06:02:45,2021-11-18 06:02:45,5542
1563,754689683,,,2021-12-02 02:02:20,2021-12-02 02:02:20,9264
1564,816302267,,,2021-11-09 08:13:11,2021-11-09 08:13:11,5689
1565,1297674252,,,2021-09-06 12:34:55,2021-09-06 12:34:55,6628
1566,2002254394,,,2021-09-20 08:19:47,2021-09-20 08:19:47,7546
1567,245642347,,,2021-09-17 10:57:01,2021-09-17 10:57:01,5904
1568,1203733713,,,2021-11-11 11:09:32,2021-11-11 11:09:32,917
1569,1107641210,,,2021-11-27 16:33:44,2021-11-27 16:33:44,9681
1570,641981769,,,2021-11-30 10:15:13,2021-11-30 10:15:13,7796
1571,901772768,,,2021-11-22 07:23:29,2021-11-22 07:23:29,3138
1572,1113675340,,,2021-09-29 04:32:07,2021-09-29 04:32:07,9742
1573,1164457315,,,2021-09-25 10:06:30,2021-09-25 10:06:30,3429
1574,1359539836,,,2021-12-07 14:24:47,2021-12-07 14:24:47,8784
1575,1185583964,,,2021-11-10 20:49:32,2021-11-10 20:49:32,2017
1576,2113794550,,,2021-09-07 01:22:13,2021-09-07 01:22:13,8764
1577,1376428679,,,2021-10-26 12:43:32,2021-10-26 12:43:32,4481
1578,2132973560,,,2021-11-03 10:48:23,2021-11-03 10:48:23,5453
1579,380446169,,,2021-11-11 14:58:08,2021-11-11 14:58:08,784
1580,1085049739,,,2021-09-22 17:53:56,2021-09-22 17:53:56,1782
1581,1843021849,,,2021-11-14 15:32:03,2021-11-14 15:32:03,280
1582,633710907,,,2021-09-16 07:22:09,2021-09-16 07:22:09,2620
1583,54621670,,,2021-12-03 16:59:44,2021-12-03 16:59:44,7488
1584,1801903625,,,2021-10-30 05:28:59,2021-10-30 05:28:59,6022
1585,547637329,,,2021-10-14 14:05:49,2021-10-14 14:05:49,7072
1586,1706153437,,,2021-11-06 00:32:47,2021-11-06 00:32:47,1147
1587,1778112940,,,2021-12-03 03:58:52,2021-12-03 03:58:52,8247
1588,688820131,,,2021-09-29 11:39:34,2021-09-29 11:39:34,3292
1589,1851320294,,,2021-11-13 22:06:10,2021-11-13 22:06:10,6802
1590,1072679869,,,2021-09-06 11:28:56,2021-09-06 11:28:56,8265
1591,117104603,,,2021-10-09 01:17:31,2021-10-09 01:17:31,8629
1592,1642786397,,,2021-09-28 16:25:39,2021-09-28 16:25:39,5166
1593,1536967361,,,2021-09-25 02:35:35,2021-09-25 02:35:35,2703
1594,1106631121,,,2021-10-21 00:20:46,2021-10-21 00:20:46,9549
1595,566979679,,,2021-09-20 02:42:50,2021-09-20 02:42:50,8010
1596,910956599,,,2021-09-08 04:38:04,2021-09-08 04:38:04,2433
1597,634214999,,,2021-11-03 18:53:06,2021-11-03 18:53:06,282
1598,1701200039,,,2021-11-23 23:05:50,2021-11-23 23:05:50,6975
1599,1625483829,,,2021-11-01 10:11:31,2021-11-01 10:11:31,4883
1600,98445173,,,2021-10-07 11:17:01,2021-10-07 11:17:01,8459
1601,1228582884,,,2021-11-20 14:02:23,2021-11-20 14:02:23,9193
1602,239027400,,,2021-09-06 07:48:50,2021-09-06 07:48:50,2511
1603,216435237,,,2021-11-23 20:21:54,2021-11-23 20:21:54,8951
1604,2078949285,,,2021-10-24 02:25:28,2021-10-24 02:25:28,5867
1605,797596810,,,2021-09-16 01:43:29,2021-09-16 01:43:29,880
1606,613522826,,,2021-11-26 23:38:47,2021-11-26 23:38:47,9913
1607,206994630,,,2021-12-08 10:29:22,2021-12-08 10:29:22,1625
1608,142149246,,,2021-10-18 03:37:25,2021-10-18 03:37:25,896
1609,775203435,,,2021-09-07 22:28:27,2021-09-07 22:28:27,4484
1610,925100000,,,2021-12-05 16:39:15,2021-12-05 16:39:15,995
1611,1628161659,,,2021-11-05 01:56:09,2021-11-05 01:56:09,1518
1612,234326018,,,2021-09-16 06:18:35,2021-09-16 06:18:35,9087
1613,1852601392,,,2021-09-23 18:01:16,2021-09-23 18:01:16,9800
1614,1663487377,,,2021-11-28 01:54:01,2021-11-28 01:54:01,3379
1615,773400302,,,2021-10-05 16:35:36,2021-10-05 16:35:36,154
1616,1486575270,,,2021-09-14 09:30:27,2021-09-14 09:30:27,4059
1617,2023544180,,,2021-11-08 18:41:43,2021-11-08 18:41:43,6032
1618,983573639,,,2021-11-15 21:53:07,2021-11-15 21:53:07,5069
1619,446047238,,,2021-09-11 09:45:38,2021-09-11 09:45:38,37
1620,2115372108,,,2021-10-29 13:29:43,2021-10-29 13:29:43,7420
1621,1559521316,,,2021-11-11 07:20:02,2021-11-11 07:20:02,1360
1622,1529505977,,,2021-11-25 17:24:18,2021-11-25 17:24:18,6695
1623,374463786,,,2021-09-22 06:51:17,2021-09-22 06:51:17,4402
1624,1279939955,,,2021-09-28 23:22:48,2021-09-28 23:22:48,1029
1625,897881757,,,2021-10-10 02:19:55,2021-10-10 02:19:55,9962
1626,896145397,,,2021-09-16 07:40:34,2021-09-16 07:40:34,1754
1627,2118340918,,,2021-10-24 11:37:12,2021-10-24 11:37:12,4128
1628,740536128,,,2021-10-19 10:32:42,2021-10-19 10:32:42,1071
1629,2102408715,,,2021-11-25 04:02:31,2021-11-25 04:02:31,574
1630,474883646,,,2021-12-01 06:48:22,2021-12-01 06:48:22,8341
1631,1378184752,,,2021-11-19 22:56:54,2021-11-19 22:56:54,7708
1632,1944855525,,,2021-10-28 04:02:49,2021-10-28 04:02:49,4145
1633,1838347930,,,2021-12-01 06:26:33,2021-12-01 06:26:33,6658
1634,779439299,,,2021-10-12 16:27:50,2021-10-12 16:27:50,3906
1635,1537032718,,,2021-10-16 22:04:27,2021-10-16 22:04:27,3374
1636,1204065273,,,2021-09-30 17:46:41,2021-09-30 17:46:41,5457
1637,492978124,,,2021-10-20 08:26:46,2021-10-20 08:26:46,1129
1638,473344411,,,2021-10-31 03:47:38,2021-10-31 03:47:38,9101
1639,108202592,,,2021-10-18 09:42:45,2021-10-18 09:42:45,6809
1640,1252819950,,,2021-10-18 13:25:41,2021-10-18 13:25:41,7417
1641,543588972,,,2021-11-02 10:59:41,2021-11-02 10:59:41,5973
1642,624179908,,,2021-11-25 23:35:49,2021-11-25 23:35:49,8566
1643,477139874,,,2021-11-07 01:06:01,2021-11-07 01:06:01,9241
1644,1015659404,,,2021-12-05 00:14:41,2021-12-05 00:14:41,7750
1645,936135362,,,2021-09-12 03:23:12,2021-09-12 03:23:12,7429
1646,187656414,,,2021-12-10 19:46:55,2021-12-10 19:46:55,2525
1647,2090092080,,,2021-09-06 18:18:23,2021-09-06 18:18:23,9935
1648,768472465,,,2021-12-08 13:20:55,2021-12-08 13:20:55,7022
1649,1687188572,,,2021-09-24 08:05:13,2021-09-24 08:05:13,6124
1650,1625338776,,,2021-10-03 15:09:15,2021-10-03 15:09:15,9075
1651,878736608,,,2021-10-20 09:49:19,2021-10-20 09:49:19,6729
1652,1241748053,,,2021-10-01 16:17:11,2021-10-01 16:17:11,2648
1653,1917739439,,,2021-09-16 15:10:44,2021-09-16 15:10:44,3153
1654,1234542890,,,2021-12-12 09:58:58,2021-12-12 09:58:58,9485
1655,1448903662,,,2021-11-26 08:19:25,2021-11-26 08:19:25,3830
1656,460444501,,,2021-09-13 13:27:16,2021-09-13 13:27:16,5912
1657,971062144,,,2021-09-24 00:25:25,2021-09-24 00:25:25,591
1658,477017545,,,2021-12-05 22:46:09,2021-12-05 22:46:09,9059
1659,1365830134,,,2021-09-22 11:25:02,2021-09-22 11:25:02,2736
1660,988577979,,,2021-09-15 17:26:06,2021-09-15 17:26:06,2948
1661,792540289,,,2021-10-29 07:44:45,2021-10-29 07:44:45,2919
1662,884302553,,,2021-11-11 14:09:53,2021-11-11 14:09:53,7010
1663,1710703374,,,2021-10-21 13:41:44,2021-10-21 13:41:44,7995
1664,2068862635,,,2021-11-10 12:14:31,2021-11-10 12:14:31,3689
1665,231118965,,,2021-11-04 02:25:11,2021-11-04 02:25:11,1968
1666,1804661888,,,2021-11-25 01:54:37,2021-11-25 01:54:37,1437
1667,1682063282,,,2021-11-17 23:20:47,2021-11-17 23:20:47,6279
1668,266292024,,,2021-10-16 09:11:39,2021-10-16 09:11:39,7180
1669,52069039,,,2021-09-19 08:27:42,2021-09-19 08:27:42,5825
1670,1344759064,,,2021-11-01 22:41:57,2021-11-01 22:41:57,5777
1671,188096591,,,2021-10-09 02:13:54,2021-10-09 02:13:54,348
1672,255222676,,,2021-11-07 23:11:39,2021-11-07 23:11:39,7258
1673,587239151,,,2021-09-18 08:43:03,2021-09-18 08:43:03,124
1674,1532062849,,,2021-09-19 20:08:18,2021-09-19 20:08:18,8050
1675,549941370,,,2021-12-10 22:23:51,2021-12-10 22:23:51,9954
1676,1754653671,,,2021-10-28 01:18:13,2021-10-28 01:18:13,639
1677,1508925989,,,2021-10-18 01:54:24,2021-10-18 01:54:24,909
1678,290634723,,,2021-10-31 05:29:08,2021-10-31 05:29:08,6150
1679,175744901,,,2021-11-04 12:31:40,2021-11-04 12:31:40,2215
1680,1512344520,,,2021-10-09 15:15:40,2021-10-09 15:15:40,7963
1681,2039150523,,,2021-11-23 02:28:51,2021-11-23 02:28:51,402
1682,2053257649,,,2021-10-06 06:39:34,2021-10-06 06:39:34,8232
1683,322650435,,,2021-11-25 01:18:35,2021-11-25 01:18:35,6369
1684,194622403,,,2021-10-05 19:08:56,2021-10-05 19:08:56,9298
1685,1646384214,,,2021-09-24 08:47:25,2021-09-24 08:47:25,6878
1686,927617529,,,2021-11-09 20:34:13,2021-11-09 20:34:13,9785
1687,167619022,,,2021-10-21 13:15:07,2021-10-21 13:15:07,3822
1688,2115771742,,,2021-11-21 11:06:50,2021-11-21 11:06:50,190
1689,1996955949,,,2021-10-08 08:00:19,2021-10-08 08:00:19,8380
1690,1803979980,,,2021-11-04 20:06:14,2021-11-04 20:06:14,8030
1691,697512841,,,2021-10-26 02:34:20,2021-10-26 02:34:20,3475
1692,1341233417,,,2021-12-03 01:48:19,2021-12-03 01:48:19,2063
1693,1440745937,,,2021-12-06 04:13:57,2021-12-06 04:13:57,1532
1694,397041887,,,2021-10-22 09:49:36,2021-10-22 09:49:36,785
1695,137965651,,,2021-10-31 16:24:01,2021-10-31 16:24:01,9560
1696,305757696,,,2021-12-04 04:14:25,2021-12-04 04:14:25,4854
1697,1432960057,,,2021-12-12 02:19:57,2021-12-12 02:19:57,330
1698,1478431085,,,2021-11-03 01:48:48,2021-11-03 01:48:48,3688
1699,505586261,,,2021-11-19 07:28:05,2021-11-19 07:28:05,6598
1700,411031780,,,2021-11-12 17:10:18,2021-11-12 17:10:18,6522
1701,1995391154,,,2021-09-21 22:59:12,2021-09-21 22:59:12,4158
1702,316041747,,,2021-10-26 02:54:40,2021-10-26 02:54:40,7238
1703,1707757243,,,2021-11-14 02:53:15,2021-11-14 02:53:15,3089
1704,684357047,,,2021-09-26 12:45:39,2021-09-26 12:45:39,6337
1705,803422312,,,2021-10-20 00:50:20,2021-10-20 00:50:20,9935
1706,287425126,,,2021-11-16 03:59:18,2021-11-16 03:59:18,163
1707,430517857,,,2021-11-09 23:41:39,2021-11-09 23:41:39,3339
1708,1457021732,,,2021-12-09 19:01:31,2021-12-09 19:01:31,7530
1709,335205981,,,2021-10-24 22:38:24,2021-10-24 22:38:24,9002
1710,198880461,,,2021-12-08 13:19:23,2021-12-08 13:19:23,2153
1711,369141200,,,2021-09-10 19:30:28,2021-09-10 19:30:28,929
1712,1463604745,,,2021-10-01 02:38:34,2021-10-01 02:38:34,1967
1713,798326675,,,2021-09-30 20:31:00,2021-09-30 20:31:00,7871
1714,1521577861,,,2021-09-21 03:10:01,2021-09-21 03:10:01,4768
1715,1233810335,,,2021-09-09 07:34:28,2021-09-09 07:34:28,336
1716,1692777622,,,2021-10-24 05:43:43,2021-10-24 05:43:43,9688
1717,15372792,,,2021-09-27 23:21:57,2021-09-27 23:21:57,7415
1718,340629143,,,2021-11-08 03:43:21,2021-11-08 03:43:21,401
1719,1345297499,,,2021-10-13 03:42:16,2021-10-13 03:42:16,3271
1720,1131640175,,,2021-11-15 21:27:15,2021-11-15 21:27:15,154
1721,824239667,,,2021-09-28 01:30:36,2021-09-28 01:30:36,363
1722,910501839,,,2021-09-19 00:17:59,2021-09-19 00:17:59,3416
1723,2112560721,,,2021-11-01 08:12:28,2021-11-01 08:12:28,7116
1724,916930598,,,2021-12-07 10:01:43,2021-12-07 10:01:43,15
1725,2118951172,,,2021-12-05 13:52:28,2021-12-05 13:52:28,3411
1726,209805022,,,2021-09-23 22:04:05,2021-09-23 22:04:05,6721
1727,44420090,,,2021-09-24 23:32:52,2021-09-24 23:32:52,5638
1728,670818381,,,2021-12-10 00:33:14,2021-12-10 00:33:14,104
1729,639113373,,,2021-10-30 00:06:28,2021-10-30 00:06:28,5699
1730,468274387,,,2021-11-07 01:39:20,2021-11-07 01:39:20,8185
1731,699504226,,,2021-11-26 06:06:30,2021-11-26 06:06:30,6339
1732,1824599695,,,2021-11-22 05:52:44,2021-11-22 05:52:44,2520
1733,1364075201,,,2021-12-03 17:27:06,2021-12-03 17:27:06,7291
1734,221178966,,,2021-11-08 08:41:37,2021-11-08 08:41:37,7001
1735,645985263,,,2021-09-12 20:50:00,2021-09-12 20:50:00,3153
1736,1993598508,,,2021-10-17 13:57:21,2021-10-17 13:57:21,5846
1737,2096693377,,,2021-11-08 23:52:53,2021-11-08 23:52:53,2103
1738,1134109384,,,2021-09-12 10:55:45,2021-09-12 10:55:45,61
1739,1525467541,,,2021-09-21 04:53:21,2021-09-21 04:53:21,8709
1740,1166406811,,,2021-09-09 17:10:15,2021-09-09 17:10:15,5328
1741,939159045,,,2021-10-15 15:18:53,2021-10-15 15:18:53,4722
1742,1518962469,,,2021-11-02 16:53:34,2021-11-02 16:53:34,2237
1743,297101665,,,2021-10-13 05:45:39,2021-10-13 05:45:39,3156
1744,758390417,,,2021-11-09 11:39:05,2021-11-09 11:39:05,2046
1745,1468217251,,,2021-10-07 17:00:12,2021-10-07 17:00:12,3571
1746,1675175289,,,2021-11-17 21:20:05,2021-11-17 21:20:05,2429
1747,1048039954,,,2021-12-09 05:01:51,2021-12-09 05:01:51,5133
1748,227112666,,,2021-09-15 11:23:55,2021-09-15 11:23:55,1724
1749,1636998894,,,2021-09-12 15:42:35,2021-09-12 15:42:35,6407
