mid,time_stamp,from_uid,to_uid,content
20897,2021-10-13 04:31:29,7878,413,
20898,2021-11-03 18:29:42,5117,5433,
20899,2021-10-21 17:51:40,8248,9197,
20900,2021-12-12 16:23:06,4319,9395,
20901,2021-11-24 02:06:47,6023,3146,
20902,2021-11-12 10:00:27,7634,1650,
20903,2021-09-28 11:45:59,3412,2078,
20904,2021-12-08 05:42:56,1848,795,
20905,2021-10-01 05:38:54,1825,9643,
20906,2021-11-21 21:16:40,5361,4666,
20907,2021-11-30 17:34:58,4103,1114,
20908,2021-09-22 21:10:46,6015,3821,
20909,2021-09-09 02:52:02,568,334,
20910,2021-10-28 18:40:28,3084,6893,
20911,2021-12-09 16:54:40,5525,6842,
20912,2021-12-11 03:54:23,9435,918,
20913,2021-11-06 10:00:19,8870,8956,
20914,2021-10-14 15:24:59,7107,2938,
20915,2021-09-08 19:07:26,4243,7980,
20916,2021-09-05 08:06:31,7666,1579,
20917,2021-11-19 23:34:23,9078,8474,
20918,2021-11-30 07:46:44,1778,1193,
20919,2021-10-05 07:17:20,4716,8397,
20920,2021-11-03 06:36:55,5746,6363,
20921,2021-11-21 12:28:17,9876,7899,
20922,2021-10-03 17:57:03,308,7030,
20923,2021-11-02 04:57:49,6815,7290,
20924,2021-10-14 22:11:55,5901,7560,
20925,2021-10-30 18:30:26,8348,6605,
20926,2021-10-19 01:20:37,8790,1999,
20927,2021-09-23 18:32:05,5967,7668,
20928,2021-10-01 18:31:40,1133,6262,
20929,2021-09-14 21:45:56,6624,6996,
20930,2021-09-08 22:03:52,5604,2830,
20931,2021-09-06 22:24:20,3395,7325,
20932,2021-11-10 03:41:13,1347,5183,
20933,2021-11-22 06:53:46,5570,1934,
20934,2021-09-07 18:08:23,6752,3003,
20935,2021-10-08 10:44:17,7688,8553,
20936,2021-10-22 00:23:01,6607,6764,
20937,2021-10-25 01:11:09,6464,5697,
20938,2021-12-05 00:46:57,9366,9247,
20939,2021-10-02 12:49:35,3505,821,
20940,2021-11-30 03:03:34,8438,9789,
20941,2021-10-14 16:57:24,5646,202,
20942,2021-11-29 18:01:08,4689,940,
20943,2021-10-15 11:56:51,9640,149,
20944,2021-09-10 02:43:51,3265,2779,
20945,2021-11-06 15:01:40,2715,1212,
20946,2021-09-19 16:26:20,3986,4840,
20947,2021-11-15 23:46:05,3530,4661,
20948,2021-09-11 01:55:32,3014,3180,
20949,2021-09-24 23:25:22,9199,7738,
20950,2021-11-10 15:22:21,8045,4231,
20951,2021-11-12 01:57:56,3455,3171,
20952,2021-12-11 02:19:28,8960,3330,
20953,2021-12-09 06:26:36,5288,2715,
20954,2021-10-27 14:27:21,9790,1447,
20955,2021-10-07 19:19:24,5452,1919,
20956,2021-12-03 16:51:50,4242,1031,
20957,2021-10-07 14:50:07,1132,4656,
20958,2021-12-01 15:29:57,2040,6678,
20959,2021-09-26 15:40:44,5428,77,
20960,2021-10-31 08:26:11,1109,3495,
20961,2021-10-25 10:01:05,8643,616,
20962,2021-12-10 23:56:23,8039,6950,
20963,2021-09-30 04:53:03,7567,7400,
20964,2021-09-26 02:06:07,2161,7721,
20965,2021-09-13 12:45:18,4245,6579,
20966,2021-10-02 08:19:30,6654,750,
20967,2021-11-12 03:57:02,6386,324,
20968,2021-12-03 02:19:02,8034,13,
20969,2021-11-14 12:23:11,4876,1389,
20970,2021-09-04 15:19:52,8852,9898,
20971,2021-11-27 22:12:06,5786,8997,
20972,2021-11-10 01:15:20,2561,23,
20973,2021-10-14 22:51:17,4487,3011,
20974,2021-09-10 23:11:29,6197,185,
20975,2021-11-25 05:05:47,54,5856,
20976,2021-09-08 14:10:55,2771,9411,
20977,2021-12-12 04:42:39,5898,6756,
20978,2021-10-11 19:29:28,4299,4053,
20979,2021-11-16 06:01:07,9037,8161,
20980,2021-10-01 20:40:54,5809,842,
20981,2021-10-09 10:43:23,2584,9891,
20982,2021-09-06 11:10:49,6023,8178,
20983,2021-10-23 03:53:04,860,8519,
20984,2021-12-03 23:32:16,3310,6970,
20985,2021-12-10 19:01:12,4699,300,
20986,2021-11-24 07:54:09,6065,4204,
20987,2021-11-18 06:52:17,8407,8815,
20988,2021-12-02 02:13:12,703,4453,
20989,2021-09-25 16:13:52,5548,4676,
20990,2021-10-02 06:01:44,7636,7598,
20991,2021-09-19 02:42:09,3023,6635,
20992,2021-10-02 20:20:05,7896,9339,
20993,2021-10-22 15:43:21,6058,1514,
20994,2021-11-20 05:32:55,6119,9927,
20995,2021-09-17 03:55:48,398,2795,
20996,2021-12-12 04:26:38,3992,1288,
20997,2021-12-06 22:11:50,295,1503,
20998,2021-09-12 03:22:15,3599,181,
20999,2021-09-18 23:58:22,5594,9848,
21000,2021-09-24 19:00:43,1230,6370,
21001,2021-11-12 10:44:52,977,222,
21002,2021-09-23 17:30:47,9145,2801,
21003,2021-09-14 04:53:53,5389,9042,
21004,2021-11-23 08:49:16,373,1872,
21005,2021-12-01 19:43:01,7272,2619,
21006,2021-10-17 14:14:53,4469,1034,
21007,2021-10-23 01:42:16,1742,8681,
21008,2021-12-01 05:24:00,6795,9973,
21009,2021-11-15 10:14:36,613,6420,
21010,2021-09-10 09:17:37,3776,2502,
21011,2021-10-03 16:28:01,1608,7394,
21012,2021-10-07 23:20:08,3258,172,
21013,2021-10-31 08:17:48,9468,7626,
21014,2021-10-10 21:03:39,8030,9154,
21015,2021-11-17 20:12:26,6805,4771,
21016,2021-09-07 06:46:38,1517,5388,
21017,2021-09-19 03:26:55,3847,9696,
21018,2021-10-03 01:22:47,1321,3928,
21019,2021-09-16 03:22:56,8540,3431,
21020,2021-10-31 12:29:59,1273,9874,
21021,2021-09-11 17:46:53,3564,1708,
21022,2021-10-28 04:39:53,542,5920,
21023,2021-11-29 11:38:13,3641,2910,
21024,2021-10-17 23:52:47,6305,7664,
21025,2021-09-15 13:47:06,4573,7575,
21026,2021-11-06 14:20:28,6350,6543,
21027,2021-11-03 01:27:08,4421,6845,
21028,2021-10-31 01:16:50,4566,9171,
21029,2021-09-15 12:11:56,7399,6394,
21030,2021-11-20 18:49:53,7614,9325,
21031,2021-11-28 15:27:09,1091,9215,
21032,2021-10-12 16:47:09,2226,5883,
21033,2021-11-20 16:05:53,7215,2492,
21034,2021-12-07 18:47:27,286,4701,
21035,2021-10-15 18:44:58,9146,2878,
21036,2021-09-22 23:35:12,6644,6468,
21037,2021-11-12 06:41:47,5690,9890,
21038,2021-10-26 19:49:56,743,5727,
21039,2021-11-28 07:57:06,1179,7539,
21040,2021-10-18 20:25:53,3200,2125,
21041,2021-10-06 02:23:32,6776,8320,
21042,2021-09-09 15:20:23,5231,6473,
21043,2021-10-24 08:29:42,373,9927,
21044,2021-12-07 19:59:52,5126,9489,
21045,2021-09-04 11:54:19,1050,1131,
21046,2021-10-19 15:05:49,3862,5951,
21047,2021-09-22 08:03:43,5299,2521,
21048,2021-09-29 22:12:51,9562,8571,
21049,2021-10-06 16:41:32,8493,9711,
21050,2021-10-26 03:15:51,6586,8336,
21051,2021-12-10 22:16:50,3638,5057,
21052,2021-10-21 22:46:09,2383,4183,
21053,2021-11-29 06:23:06,5374,1309,
21054,2021-09-06 03:56:41,2239,4205,
21055,2021-10-23 08:32:48,5773,6310,
21056,2021-10-30 20:02:29,7280,4352,
21057,2021-09-13 15:25:26,8740,894,
21058,2021-12-09 23:48:21,8713,6393,
21059,2021-09-26 10:23:11,9356,9840,
21060,2021-12-06 16:34:16,5993,7097,
21061,2021-10-07 09:24:53,1118,6864,
21062,2021-11-25 12:17:17,4334,3096,
21063,2021-11-05 10:04:09,187,4748,
21064,2021-09-22 05:46:56,1674,5137,
21065,2021-12-08 09:14:06,8044,7431,
21066,2021-10-29 20:55:34,3368,2801,
21067,2021-09-16 07:10:36,9838,3940,
21068,2021-09-06 15:46:11,671,9445,
21069,2021-11-26 23:03:52,6652,6333,
21070,2021-10-19 00:09:17,3608,2394,
21071,2021-11-06 05:18:48,1814,3929,
21072,2021-09-11 06:28:02,5836,4028,
21073,2021-12-12 05:41:49,8336,3897,
21074,2021-10-06 15:44:08,7049,7323,
21075,2021-10-03 07:21:57,8768,5453,
21076,2021-11-15 09:23:49,8159,3927,
21077,2021-10-28 07:50:45,3008,3460,
21078,2021-10-15 09:27:17,399,566,
21079,2021-11-27 10:16:01,69,8719,
21080,2021-09-23 18:57:12,4710,2853,
21081,2021-11-11 02:51:31,501,9095,
21082,2021-10-23 18:19:12,1970,9656,
21083,2021-09-16 21:13:00,6196,3409,
21084,2021-11-07 12:46:33,7451,5551,
21085,2021-10-01 09:40:35,6204,6892,
21086,2021-10-05 15:49:01,7449,8713,
21087,2021-11-24 17:46:16,2065,9783,
21088,2021-09-12 07:13:22,5280,7743,
21089,2021-12-02 18:50:11,485,7340,
21090,2021-10-21 02:07:04,2072,4603,
21091,2021-11-10 02:52:56,3702,8313,
21092,2021-11-27 01:37:52,4112,7058,
21093,2021-11-06 01:59:24,5609,7343,
21094,2021-11-08 06:52:38,8609,5601,
21095,2021-09-23 04:14:05,5855,6639,
21096,2021-11-11 12:00:16,3245,4694,
21097,2021-10-15 18:56:20,2572,7340,
21098,2021-10-14 11:20:12,5379,141,
21099,2021-10-03 21:08:40,5110,3274,
21100,2021-11-04 05:14:28,7249,5678,
21101,2021-09-14 11:01:03,3571,4153,
21102,2021-12-12 12:08:30,4572,9259,
21103,2021-10-01 07:05:39,746,6349,
21104,2021-10-01 04:54:01,445,7341,
21105,2021-11-13 13:08:06,3100,6966,
21106,2021-10-29 09:23:55,3861,3372,
21107,2021-12-03 02:20:39,7408,2132,
21108,2021-09-26 18:05:05,8517,5514,
21109,2021-11-03 00:02:12,5639,1900,
21110,2021-11-15 17:06:29,2571,7400,
21111,2021-11-17 19:34:49,796,7315,
21112,2021-09-12 03:50:37,453,4140,
21113,2021-11-15 06:06:43,2297,1292,
21114,2021-10-12 11:33:44,6255,1677,
21115,2021-11-07 16:29:02,2438,1961,
21116,2021-10-08 05:26:08,4938,8259,
21117,2021-10-16 22:07:17,8435,4733,
21118,2021-09-06 12:10:59,6450,4894,
21119,2021-11-01 19:15:25,141,9750,
21120,2021-10-29 00:41:12,8774,9768,
21121,2021-10-14 02:18:14,967,9944,
21122,2021-11-21 09:44:53,7926,3618,
21123,2021-09-29 09:43:50,9482,8793,
21124,2021-12-01 00:26:49,1179,8422,
21125,2021-10-06 10:03:32,8631,5059,
21126,2021-10-10 06:33:15,2329,5175,
21127,2021-10-12 13:06:59,1946,9565,
21128,2021-09-06 14:01:26,1975,9413,
21129,2021-09-18 18:41:16,7105,8683,
21130,2021-12-10 15:12:39,1323,2195,
21131,2021-10-19 18:56:44,786,1255,
21132,2021-09-15 02:13:26,8629,9492,
21133,2021-10-09 08:54:50,3390,1376,
21134,2021-10-17 11:20:18,1787,6582,
21135,2021-09-26 06:35:07,7676,1036,
21136,2021-10-13 16:31:51,4555,8847,
21137,2021-10-10 03:00:04,9831,3748,
21138,2021-09-06 19:38:35,8702,8403,
21139,2021-10-25 18:50:47,6163,1223,
21140,2021-09-19 18:03:00,2021,8644,
21141,2021-12-07 02:05:51,9224,1209,
21142,2021-10-26 17:32:34,8032,4972,
21143,2021-11-22 00:49:16,1298,3203,
21144,2021-12-06 05:05:40,5085,306,
21145,2021-10-01 21:53:24,1368,8733,
21146,2021-11-29 13:43:16,6028,1229,
21147,2021-11-04 13:54:03,1262,9573,
21148,2021-09-08 17:24:39,8933,5510,
21149,2021-10-05 21:10:42,3486,2408,
21150,2021-11-11 05:51:27,5506,5332,
21151,2021-09-04 21:20:40,8363,7713,
21152,2021-10-23 20:36:07,2618,4076,
21153,2021-09-07 03:32:12,7444,9664,
21154,2021-11-14 11:22:28,9058,6159,
21155,2021-09-07 22:49:09,8956,4166,
21156,2021-11-10 04:17:01,9375,1392,
21157,2021-11-22 14:36:44,3528,2029,
21158,2021-11-15 19:12:34,2009,6360,
21159,2021-11-09 05:07:28,7369,5695,
21160,2021-10-09 07:42:47,3622,5901,
21161,2021-09-11 23:22:48,4994,9398,
21162,2021-11-30 22:54:11,739,591,
21163,2021-12-04 18:27:55,424,9328,
21164,2021-09-30 03:23:57,8122,3688,
21165,2021-10-17 15:03:56,3984,8243,
21166,2021-10-05 09:50:08,6110,5227,
21167,2021-11-03 16:26:53,4397,7026,
21168,2021-10-14 10:56:50,1907,1428,
21169,2021-10-13 01:31:39,5061,1616,
21170,2021-11-29 01:42:52,1574,4761,
21171,2021-11-09 18:39:04,1416,4489,
21172,2021-10-30 06:10:10,3672,1061,
21173,2021-11-26 16:29:29,6219,3539,
21174,2021-11-18 04:33:01,1303,4673,
21175,2021-10-09 18:03:24,4186,7064,
21176,2021-10-17 10:24:57,9505,3078,
21177,2021-12-11 14:55:33,3711,8395,
21178,2021-09-29 12:08:09,5963,6852,
21179,2021-12-04 11:21:05,5421,3938,
21180,2021-11-22 14:41:46,9101,9001,
21181,2021-12-11 12:35:59,6410,5124,
21182,2021-10-10 09:12:51,6253,9042,
21183,2021-11-17 13:58:30,2554,8692,
21184,2021-10-24 18:16:16,6559,8249,
21185,2021-10-05 12:44:53,1729,1768,
21186,2021-11-24 05:40:56,3270,8846,
21187,2021-09-07 05:39:22,5182,5305,
21188,2021-09-10 01:07:22,6529,7565,
21189,2021-11-08 19:20:52,2193,7659,
21190,2021-10-06 05:08:19,8862,5179,
21191,2021-10-15 10:25:27,9042,3187,
21192,2021-10-19 00:58:27,1405,6261,
21193,2021-09-19 09:43:49,5775,9956,
21194,2021-10-22 00:47:32,7877,4358,
21195,2021-11-07 00:03:50,1465,3485,
21196,2021-09-19 11:38:10,3461,4944,
21197,2021-11-28 19:19:08,5958,4743,
21198,2021-12-12 07:26:38,2586,4986,
21199,2021-11-02 15:57:33,8254,1917,
21200,2021-09-21 13:35:53,6297,6,
21201,2021-12-10 14:31:32,6606,334,
21202,2021-11-13 08:32:32,1611,7352,
21203,2021-09-04 09:59:16,1550,6912,
21204,2021-12-09 23:44:53,6554,5998,
21205,2021-11-13 05:44:41,3031,219,
21206,2021-11-29 05:36:45,1070,1726,
21207,2021-09-20 04:00:38,6067,9988,
21208,2021-10-20 01:30:40,7252,2228,
21209,2021-11-13 09:59:13,6911,2384,
21210,2021-11-20 17:26:09,3188,1666,
21211,2021-10-12 08:42:47,7748,7341,
21212,2021-11-28 03:02:54,4560,1886,
21213,2021-09-30 13:30:22,5386,9654,
21214,2021-10-17 22:25:08,2355,3964,
21215,2021-12-06 21:43:29,5039,7129,
21216,2021-12-01 08:10:51,5803,5278,
21217,2021-11-14 15:01:01,4716,8638,
21218,2021-09-09 09:52:31,9015,692,
21219,2021-09-14 01:43:28,6128,7058,
21220,2021-09-20 12:00:02,6765,5032,
21221,2021-11-19 16:53:54,3944,3984,
21222,2021-09-18 20:17:21,4902,1030,
21223,2021-12-01 16:53:42,8870,1923,
21224,2021-12-07 18:05:27,7443,293,
21225,2021-10-09 16:25:13,7468,3810,
21226,2021-09-21 20:51:30,9374,9858,
21227,2021-10-02 09:38:12,2684,1841,
21228,2021-09-16 01:51:15,8674,5382,
21229,2021-11-06 15:05:00,6850,1357,
21230,2021-09-14 00:37:26,4068,2904,
21231,2021-10-07 04:48:44,9735,6168,
21232,2021-10-31 23:41:17,3178,8074,
21233,2021-11-29 03:24:17,9647,2089,
21234,2021-10-07 21:28:00,6027,3311,
21235,2021-09-17 01:31:09,4502,1830,
21236,2021-12-03 22:02:19,5156,3778,
21237,2021-09-11 00:22:35,4636,9787,
21238,2021-11-17 20:09:17,9330,4966,
21239,2021-10-13 18:28:47,2510,8306,
21240,2021-10-09 02:55:42,9730,9471,
21241,2021-09-17 23:13:06,5442,2610,
21242,2021-12-11 21:43:07,590,6587,
21243,2021-10-24 06:39:37,2149,584,
21244,2021-11-14 22:10:41,6765,6321,
21245,2021-11-14 11:27:27,9042,7109,
21246,2021-10-27 09:25:33,2337,8448,
21247,2021-10-08 17:30:38,2409,5099,
21248,2021-11-26 06:46:51,5249,2759,
21249,2021-11-03 02:42:15,5184,4744,
21250,2021-11-25 09:29:01,3396,209,
21251,2021-09-12 23:29:36,3001,8364,
21252,2021-11-06 19:20:33,893,3663,
21253,2021-10-20 12:39:24,8876,8037,
21254,2021-11-25 15:34:55,5450,9476,
21255,2021-09-17 06:27:15,546,9763,
21256,2021-11-24 20:01:40,2780,1581,
21257,2021-11-08 12:11:30,6110,4542,
21258,2021-10-18 05:54:20,4378,7509,
21259,2021-09-22 17:13:29,4646,9914,
21260,2021-10-11 18:11:58,185,6216,
21261,2021-11-13 05:40:07,2573,9327,
21262,2021-11-15 10:32:17,6897,8886,
21263,2021-10-14 10:48:06,657,2083,
21264,2021-09-16 19:36:54,7156,749,
21265,2021-10-11 13:36:58,6633,4527,
21266,2021-09-21 07:07:05,6326,7008,
21267,2021-10-26 00:03:18,5276,6895,
21268,2021-10-16 12:16:28,705,7760,
21269,2021-09-12 13:59:20,5409,2131,
21270,2021-09-17 16:32:40,7119,9389,
21271,2021-09-20 07:11:34,243,3584,
21272,2021-10-24 15:01:07,2250,8662,
21273,2021-10-04 10:48:36,9842,9959,
21274,2021-10-09 16:28:06,5403,5423,
21275,2021-10-17 03:47:13,3822,4803,
21276,2021-10-26 07:15:52,2038,4978,
21277,2021-10-19 12:31:10,4728,4807,
21278,2021-11-06 00:51:51,9880,3591,
21279,2021-11-22 17:55:39,8676,1594,
21280,2021-09-23 15:55:22,6666,2451,
21281,2021-10-26 12:45:13,1031,9402,
21282,2021-12-12 08:04:29,273,2230,
21283,2021-10-24 13:48:19,2592,5030,
21284,2021-09-08 02:20:00,2439,9047,
21285,2021-11-21 03:41:50,4966,9128,
21286,2021-10-25 06:50:05,5575,4628,
21287,2021-10-21 05:22:20,164,8396,
21288,2021-11-21 07:45:26,4820,3109,
21289,2021-11-11 14:56:11,9874,951,
21290,2021-11-02 10:20:42,8382,4401,
21291,2021-11-04 07:05:34,1825,1237,
21292,2021-10-29 17:49:31,5065,1740,
21293,2021-12-04 13:21:53,1962,1342,
21294,2021-10-23 13:34:16,6886,1644,
21295,2021-12-10 05:43:02,4391,6055,
21296,2021-11-02 14:30:53,9422,7571,
21297,2021-09-06 12:46:08,2774,3831,
21298,2021-11-10 07:42:53,7400,2071,
21300,2021-11-13 10:24:03,8581,5010,
21301,2021-10-27 04:54:08,7377,6145,
21302,2021-11-27 20:04:00,2011,8893,
21303,2021-10-23 14:38:25,5633,8935,
21304,2021-12-09 19:56:00,7746,2775,
21305,2021-10-04 15:03:56,4475,5570,
21306,2021-12-01 13:18:50,9008,1450,
21307,2021-12-07 18:36:31,9748,3787,
21308,2021-09-22 20:15:44,8079,6303,
21309,2021-12-09 13:25:34,5900,6870,
21310,2021-10-17 05:07:48,6453,58,
21311,2021-09-08 06:31:33,8455,7287,
21312,2021-11-20 00:06:12,9827,6091,
21313,2021-10-07 18:34:54,8651,7450,
21314,2021-11-22 02:33:47,3540,3361,
21315,2021-09-16 11:37:05,7795,298,
21316,2021-10-17 18:26:30,8299,661,
21317,2021-09-19 11:51:21,9966,7534,
21318,2021-09-29 15:43:48,287,8917,
21319,2021-09-21 01:09:50,6680,5477,
21320,2021-11-10 08:00:50,5785,7584,
21321,2021-10-07 05:49:54,8033,9248,
21322,2021-10-17 11:01:10,2781,4477,
21323,2021-09-17 13:42:36,6660,7602,
21324,2021-11-05 08:40:06,814,1579,
21325,2021-11-02 01:29:59,5520,1366,
21326,2021-11-29 05:51:49,283,2650,
21327,2021-12-12 15:25:45,8905,9372,
21328,2021-09-26 10:25:24,6113,6060,
21329,2021-10-29 03:12:23,3448,9278,
21330,2021-10-25 15:44:38,717,1050,
21331,2021-10-26 00:50:32,1325,8381,
21332,2021-09-27 02:34:18,7788,8204,
21333,2021-11-23 09:53:54,2595,2162,
21334,2021-11-03 09:40:58,3763,692,
21335,2021-09-27 12:07:01,3723,7595,
21336,2021-12-11 23:38:41,4257,8424,
21337,2021-11-25 02:48:36,7814,1278,
21338,2021-11-15 19:47:13,7316,3057,
21339,2021-10-09 11:48:21,2714,666,
21340,2021-12-11 21:06:46,9488,5814,
21341,2021-12-04 12:19:36,6084,7591,
21342,2021-11-09 14:41:50,7767,488,
21343,2021-09-16 07:12:56,7893,4065,
21344,2021-11-27 12:09:20,119,4250,
21345,2021-10-28 01:08:53,1072,9860,
21346,2021-11-10 06:38:03,470,7507,
21347,2021-10-24 22:44:30,5453,1281,
21348,2021-10-20 20:27:24,6350,7386,
21349,2021-10-31 05:49:14,8548,9137,
21350,2021-10-02 17:22:33,7818,7030,
21351,2021-09-30 13:26:55,2593,303,
21352,2021-12-07 17:29:10,8642,5053,
21353,2021-09-13 11:05:48,1730,4801,
21354,2021-09-25 21:47:58,3147,4814,
21355,2021-10-16 18:37:35,24,6855,
21356,2021-11-26 07:58:33,8884,6308,
21357,2021-10-09 20:32:33,5972,9111,
21358,2021-10-24 05:22:24,6973,5635,
21359,2021-09-11 10:02:08,1562,9384,
21360,2021-10-18 09:47:28,2832,5178,
21361,2021-10-11 21:33:04,1918,9957,
21362,2021-11-23 23:42:07,7525,7582,
21363,2021-12-06 03:46:36,7596,8429,
21364,2021-11-16 11:33:09,1477,3977,
21365,2021-09-15 17:57:46,8099,4242,
21366,2021-12-11 11:57:50,6041,1833,
21367,2021-09-05 09:57:12,8645,384,
21368,2021-09-23 23:17:46,8872,5885,
21369,2021-09-09 03:25:35,4904,5681,
21370,2021-10-11 20:23:08,6822,4281,
21371,2021-10-02 19:27:21,2718,7591,
21372,2021-10-30 06:23:37,1268,8600,
21373,2021-10-24 23:38:55,2094,4653,
21374,2021-10-07 14:57:39,2770,7234,
21375,2021-09-17 18:36:16,5373,2881,
21376,2021-10-28 10:31:33,3335,3029,
21377,2021-09-16 09:08:04,2852,5923,
21378,2021-09-21 10:15:09,7497,9840,
21379,2021-11-18 04:49:22,2243,5014,
21380,2021-09-08 10:10:01,978,4558,
21381,2021-09-10 05:02:27,5435,6522,
21382,2021-11-19 19:36:19,3679,7828,
21383,2021-09-15 10:11:25,6854,3869,
21384,2021-11-23 17:31:16,413,6578,
21385,2021-09-06 20:16:32,9408,8833,
21386,2021-11-22 17:17:23,8635,3486,
21387,2021-11-15 15:31:37,6927,3862,
21388,2021-09-17 06:01:47,3020,1437,
21389,2021-11-19 01:37:39,4743,4504,
21390,2021-09-17 03:42:56,3131,6736,
21391,2021-11-04 07:37:38,4323,2099,
21392,2021-11-25 23:35:16,4528,5021,
21393,2021-09-18 17:14:50,3585,3601,
21394,2021-11-09 17:17:30,384,4207,
21395,2021-10-25 08:41:40,5866,8456,
21396,2021-12-08 18:36:58,6046,8285,
21397,2021-09-27 21:26:02,7997,2708,
21398,2021-10-22 09:05:44,366,7374,
21399,2021-09-18 14:54:50,3609,8309,
21400,2021-11-22 16:53:47,6033,7072,
21401,2021-09-24 20:49:53,5840,4275,
21402,2021-10-14 11:51:00,6467,9426,
21403,2021-11-28 00:30:45,9463,5820,
21404,2021-10-16 18:12:31,8485,1689,
21405,2021-11-06 23:56:19,519,2848,
21406,2021-10-29 07:11:08,2559,1959,
21407,2021-10-08 09:07:01,370,6256,
21408,2021-12-07 05:32:57,7614,1018,
21409,2021-10-06 06:00:45,7974,3483,
21410,2021-09-24 06:09:01,6371,8567,
21411,2021-12-01 06:25:35,5661,7723,
21412,2021-10-05 05:15:02,8209,4454,
21413,2021-11-04 06:15:00,7615,1767,
21414,2021-12-02 19:29:27,1464,5463,
21415,2021-09-20 19:21:45,8941,1747,
21416,2021-11-03 19:41:24,3087,2736,
21417,2021-10-18 09:31:29,6451,5152,
21418,2021-10-10 23:42:24,8971,8237,
21419,2021-11-28 03:13:44,123,7816,
21420,2021-11-21 02:43:04,1862,5973,
21421,2021-10-26 15:39:43,6994,170,
21422,2021-11-13 13:41:17,9945,9261,
21423,2021-09-12 19:45:01,3969,1178,
21424,2021-10-08 23:40:53,8956,5912,
21425,2021-11-30 15:35:34,1875,5706,
21426,2021-11-17 18:22:22,1259,2089,
21427,2021-10-19 09:36:01,7047,5022,
21428,2021-09-27 23:02:00,5789,5724,
21429,2021-10-29 19:13:38,6069,6275,
21430,2021-09-17 09:08:35,6600,4136,
21431,2021-11-16 20:15:08,1449,4293,
21432,2021-10-02 02:18:55,1600,4065,
21433,2021-11-19 10:49:55,1865,1475,
21434,2021-10-04 21:27:01,7490,3692,
21435,2021-10-17 20:17:41,8439,2408,
21436,2021-11-08 20:34:34,5922,9191,
21437,2021-11-19 16:25:23,8189,8866,
21438,2021-12-03 13:08:13,3504,1626,
21439,2021-12-06 23:23:56,3148,3786,
21440,2021-11-08 07:56:02,2077,8099,
21441,2021-10-01 22:32:43,4222,9688,
21442,2021-11-20 16:08:28,2318,5207,
21443,2021-10-26 22:13:35,4725,9769,
21444,2021-10-17 12:55:20,3796,1284,
21445,2021-12-09 13:30:25,7497,693,
21446,2021-09-27 04:57:13,7681,340,
21447,2021-12-10 02:19:02,1224,2951,
21448,2021-10-13 03:39:15,5164,9894,
21449,2021-10-23 17:19:01,4343,1329,
21450,2021-10-27 21:30:32,4180,8660,
21451,2021-12-09 13:18:23,9616,6087,
21452,2021-09-17 12:13:40,275,950,
21453,2021-11-19 11:30:15,9499,7616,
21454,2021-11-11 03:39:47,2621,3659,
21455,2021-10-28 04:03:44,7987,5525,
21456,2021-10-02 18:27:38,9010,2129,
21457,2021-10-08 13:54:48,515,8466,
21458,2021-11-09 19:17:13,8241,3181,
21459,2021-12-09 05:47:49,9487,5165,
21460,2021-09-20 22:34:24,5236,1475,
21461,2021-12-09 22:48:34,7516,2181,
21462,2021-09-07 09:22:36,3183,331,
21463,2021-11-23 01:52:57,267,6043,
21464,2021-11-23 15:06:29,1052,493,
21465,2021-09-20 20:21:11,2988,9764,
21466,2021-11-03 00:44:26,8410,7929,
21467,2021-10-25 04:30:20,1449,7076,
21468,2021-12-10 15:58:30,6418,137,
21469,2021-09-27 17:49:13,4121,5184,
21470,2021-11-06 18:04:12,5488,8898,
21471,2021-11-06 14:58:00,7974,5935,
21472,2021-10-16 21:10:03,6509,4682,
21473,2021-10-05 07:13:52,4376,5031,
21474,2021-09-16 14:43:11,5019,5405,
21475,2021-12-11 11:54:35,1285,9377,
21476,2021-12-03 20:19:17,8196,9432,
21477,2021-10-14 19:56:58,5079,8209,
21478,2021-11-12 03:48:14,2576,1436,
21479,2021-09-21 15:30:33,8110,4980,
21480,2021-10-23 18:11:25,5201,209,
21481,2021-09-22 07:10:50,6343,2924,
21482,2021-10-09 03:40:20,1323,7080,
21483,2021-09-09 12:24:44,9221,5866,
21484,2021-11-30 18:06:38,2001,3240,
21485,2021-12-09 04:38:47,2173,2303,
21486,2021-10-04 09:56:50,5499,4593,
21487,2021-11-04 06:03:57,7486,6058,
21488,2021-10-03 16:48:50,7380,8601,
21489,2021-10-15 05:59:44,8792,4774,
21490,2021-11-15 13:04:27,5704,5497,
21491,2021-12-08 04:47:26,9201,7812,
21492,2021-10-14 20:07:19,1620,9567,
21493,2021-09-19 23:47:56,3076,5625,
21494,2021-10-08 04:58:19,2524,1617,
21495,2021-09-16 23:20:10,2965,2249,
21496,2021-10-26 22:25:08,9008,6741,
21497,2021-12-05 03:18:47,2857,6553,
21498,2021-10-24 15:05:22,2020,1176,
21499,2021-10-21 19:14:05,9587,206,
21500,2021-10-09 21:41:23,5734,9068,
21501,2021-10-19 22:50:11,6947,1409,
21502,2021-09-30 19:07:15,6174,1620,
21503,2021-10-19 00:08:56,5077,1998,
21504,2021-11-26 06:36:22,1783,3563,
21505,2021-10-02 00:30:05,1373,3269,
21506,2021-11-19 20:03:08,5632,439,
21507,2021-10-16 00:46:19,5263,3228,
21508,2021-09-17 15:36:23,4797,816,
21509,2021-11-06 18:48:25,3102,7205,
